Variable,Level,RMSE,MAE,BIAS,ACC,RelDiff (%),Pred_Min,Pred_Max,Ref_Min,Ref_Max
q,20000.0,3.9765859582985286e-06,3.088339553869446e-06,3.087812274316093e-06,0.4809405207633972,245.54269409179688,9.661746389610926e-07,1.487060399085749e-05,5.08036293922487e-07,3.2026064218371175e-06
p,2.0,20.384878158569336,17.001577377319336,-17.001148223876953,0.8080173134803772,2.01611328125,932.0909423828125,1035.955322265625,954.5108032226562,1052.49072265625
p,10.0,20.298864364624023,16.89311408996582,-16.892623901367188,0.8082296252250671,2.009479284286499,931.2192993164062,1035.0537109375,953.5546875,1051.41943359375
p,20.0,20.192058563232422,16.757814407348633,-16.757232666015625,0.8084917068481445,2.0012400150299072,930.130126953125,1033.9271240234375,952.3594970703125,1050.080322265625
p,50.0,19.876541137695312,16.353593826293945,-16.35262680053711,0.8092067837715149,1.9768925905227661,926.8593139648438,1030.547119140625,948.8007202148438,1046.06298828125
p,75.0,19.61530876159668,16.01400375366211,-16.012592315673828,0.8097668290138245,1.956639289855957,924.1312255859375,1027.731201171875,945.8779907226562,1042.7149658203125
p,100.0,19.36799430847168,15.685638427734375,-15.683584213256836,0.8101583123207092,1.9376569986343384,921.39990234375,1024.915283203125,942.9552001953125,1039.3673095703125
p,150.0,18.890779495239258,15.038307189941406,-15.032435417175293,0.8111768364906311,1.9011017084121704,915.9306640625,1019.2857055664062,937.1096801757812,1032.6715087890625
p,200.0,18.42499542236328,14.404265403747559,-14.376119613647461,0.8127701282501221,1.8652594089508057,910.4517211914062,1013.6580200195312,931.2640991210938,1025.9759521484375
p,300.0,17.567764282226562,13.413400650024414,-13.075540542602539,0.8161328434944153,1.7998549938201904,899.46435546875,1002.403076171875,919.6895751953125,1012.5846557617188
p,400.0,16.86821746826172,12.918375968933105,-11.899223327636719,0.8210399150848389,1.7489697933197021,888.4403686523438,991.1452026367188,908.24951171875,999.193359375
p,500.0,16.338645935058594,12.753114700317383,-10.849966049194336,0.8251190185546875,1.714486837387085,877.3812866210938,979.87646484375,896.9155883789062,985.8021240234375
p,750.0,15.696471214294434,13.031742095947266,-8.817205429077148,0.8354949355125427,1.6973601579666138,849.5950317382812,951.54296875,869.267578125,952.790771484375
p,1000.0,15.844380378723145,13.734291076660156,-7.546103000640869,0.8456903696060181,1.765790343284607,821.6380004882812,922.7868041992188,842.0076293945312,920.8042602539062
p,1250.0,16.41149139404297,14.432417869567871,-7.181902885437012,0.8583037257194519,1.8848237991333008,793.8652954101562,893.6326904296875,815.6400146484375,890.5619506835938
p,1500.0,17.166017532348633,15.199844360351562,-7.585280418395996,0.8625554442405701,2.032717704772949,767.2401733398438,868.4505004882812,789.796630859375,862.9207763671875
p,2000.0,18.700984954833984,16.66372299194336,-9.692944526672363,0.8602510690689087,2.353947162628174,716.2354736328125,819.236083984375,740.189208984375,809.8848266601562
p,2500.0,20.23474884033203,18.100950241088867,-11.232078552246094,0.8575937747955322,2.70859432220459,667.7582397460938,773.8859252929688,693.1342163085938,762.2612915039062
p,3000.0,21.520387649536133,19.26125717163086,-12.305259704589844,0.8594909310340881,3.065011739730835,621.8565063476562,730.8858032226562,648.5728759765625,717.6088256835938
p,3500.0,22.9123477935791,20.59265899658203,-13.696434020996094,0.8551504611968994,3.474137306213379,577.5615844726562,689.9929809570312,606.3656616210938,675.5796508789062
p,4000.0,24.146944046020508,21.776344299316406,-14.661641120910645,0.8535805940628052,3.9007387161254883,535.5053100585938,651.4360961914062,565.6204223632812,635.69482421875
p,4500.0,25.131027221679688,22.772205352783203,-15.24293327331543,0.8508026003837585,4.32898473739624,495.8558654785156,614.5839233398438,526.89208984375,597.6116333007812
p,5000.0,25.767736434936523,23.338788986206055,-15.753987312316895,0.8512436747550964,4.735792636871338,458.8529052734375,579.2147216796875,490.02789306640625,561.9108276367188
p,6000.0,25.802921295166016,23.000093460083008,-15.049074172973633,0.8611350059509277,5.4097490310668945,389.7130432128906,513.2535400390625,423.1418762207031,495.2205810546875
p,7000.0,25.58549690246582,22.49881362915039,-13.64697265625,0.8731974363327026,6.138084888458252,329.54638671875,454.40521240234375,364.43109130859375,435.6114196777344
p,8000.0,24.254627227783203,21.075674057006836,-9.80966567993164,0.9202805757522583,6.682898998260498,278.85321044921875,402.1500549316406,313.7353515625,381.7486572265625
p,9000.0,23.43149757385254,20.55267906188965,-7.488748073577881,0.9611608982086182,7.441990852355957,233.76280212402344,354.62591552734375,267.9156188964844,333.1941833496094
p,10000.0,23.042695999145508,20.68147850036621,-7.105823993682861,0.9615045189857483,8.469327926635742,195.7560272216797,311.3365478515625,228.3070831298828,289.8449401855469
p,11500.0,20.334861755371094,18.45265007019043,-7.316638469696045,0.9582056999206543,9.355834007263184,151.4827423095703,251.76358032226562,179.18759155273438,233.9716339111328
p,13000.0,16.76200294494629,15.232099533081055,-7.081723690032959,0.937572717666626,9.713773727416992,119.60005187988281,200.06887817382812,140.1580810546875,186.4747314453125
p,15000.0,6.501244068145752,5.341921806335449,-2.854358673095703,0.8717247247695923,5.149409294128418,105.66143798828125,139.92222595214844,99.3139877319336,135.42172241210938
p,17500.0,23.380674362182617,23.18761444091797,23.18761444091797,0.8649978041648865,28.11516571044922,92.42813110351562,113.67049407958984,64.94013977050781,87.76432800292969
p,20000.0,35.49701690673828,35.24141311645508,35.24141311645508,0.7272732257843018,64.80204010009766,74.54911804199219,97.57734680175781,41.42051696777344,57.88377380371094
